	amicus	argDate	argMonth	argYear	caseName	cutoffs_ALL	cutoffs_BREYER	cutoffs_GINSBURG	cutoffs_KENNEDY	cutoffs_ROBERTS	cutoffs_SCALIA	decDate	majVotes	minVotes	winner	words_BREYER	words_GINSBURG	words_KENNEDY	words_ROBERTS	words_SCALIA
08-1457	0	2010-03-23	03	2010	NEW PROCESS STEEL, L. P. v. NATIONAL LABOR RELATIONS BOARD	2.0	0.6666666666666666	0.0	-0.3333333333333333	0.75	-0.2727272727272727	2010-06-17	5	4	1	0.16020671834625322	-0.7	0.06857142857142857	0.5047619047619047	-0.024555461473327687
08-146	0	2009-03-03	03	2009	ARTHUR ANDERSEN LLP, et al. v. WAYNE CARLISLE et al.	-15.0	-0.2857142857142857	-0.7142857142857143	-1.0	0.0	0.0	2009-05-04	6	3	1	0.36006683375104426	-0.4043824701195219	0.12962962962962962	-0.5714285714285714	-1.0
08-1470	1	2010-03-01	03	2010	MARY BERGHUIS, WARDEN v. VAN CHESTER THOMPKINS	-23.0	-0.7894736842105263	-0.3333333333333333	-0.7142857142857143	0.7777777777777778	0.0	2010-06-01	5	4	1	-0.7641921397379913	-0.32019704433497537	-0.6378600823045267	0.7205651491365777	0.2497854077253219
08-1498	0	2010-02-23	02	2010	ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al. v. HUMANITARIAN LAW PROJECT et al.	-13.0	1.0	0.42857142857142855	-0.06666666666666667	-0.14285714285714285	-0.6	2010-06-21	6	3	1	0.7335423197492164	0.41818181818181815	-0.24965893587994542	-0.11045655375552282	-0.3896296296296296
08-1521	1	2010-03-02	03	2010	OTIS MCDONALD, et al. v. CITY OF CHICAGO, ILLINOIS, et al.	10.0	-0.07692307692307693	-0.6666666666666666	0.3333333333333333	0.6	0.4634146341463415	2010-06-28	5	4	1	-0.3125845737483085	-0.8449197860962567	0.12359550561797752	0.2808988764044944	0.2472939217318901
08-1529	1	2010-03-02	03	2010	ESTHER HUI, et al. v. YANIRA CASTANEDA, AS PERSONAL REPRESENTATIVE OF THE ESTATE OF FRANCISCO CASTANEDA, et al.	15.0	1.0	0.42857142857142855	-0.5	1.0	0.6363636363636364	2010-05-03	9	0	1	1.0	0.12396694214876033	-0.5266272189349113	0.10429447852760736	0.2222222222222222
08-1553	1	2010-03-24	03	2010	KAWASAKI KISEN KAISHA LTD. et al. v. REGAL-BELOIT CORP. et al.	-2.0	0.28	-1.0	0.0	-0.09090909090909091	0.2857142857142857	2010-06-21	6	3	1	0.45103857566765576	-1.0	-0.43661971830985913	0.032640949554896145	0.20533333333333334
08-1555	-1	2010-03-03	03	2010	MOHAMED ALI SAMANTAR v. BASHE ABDI YOUSUF et al.	2.0	0.25925925925925924	-0.2727272727272727	-0.42857142857142855	0.6666666666666666	-0.06666666666666667	2010-06-01	9	0	0	0.2244541484716157	-0.32569558101472995	-0.4	0.6764199655765921	-0.16199376947040497
08-1569	0	2010-02-23	02	2010	UNITED STATES v. MARTIN O'BRIEN AND ARTHUR BURGESS	-27.0	-1.0	-1.0	0.6	-0.5	-0.8095238095238095	2010-05-24	9	0	0	-0.68	-0.49624060150375937	0.8823529411764706	-0.15730337078651685	-0.6904761904761905
08-192	0	2009-03-04	03	2009	SALMAN KHADE ABUELHAWA v. UNITED STATES	16.0	1.0	0.4666666666666667	-0.6666666666666666	-0.6666666666666666	0.75	2009-05-26	9	0	1	1.0	0.6283846872082166	-0.2828282828282828	-0.7363013698630136	0.3463035019455253
08-205	0	2009-09-09	09	2009	CITIZENS UNITED v. FEDERAL ELECTION COMMISSION	0.0	-0.75	-0.6363636363636364	0.3333333333333333	0.8181818181818182	0.4	2010-01-21	5	4	1	-0.5221238938053098	-0.6239067055393586	0.5277382645803699	0.707659873506676	0.4514877102199224
08-214	0	2009-03-02	03	2009	ATLANTIC SOUNDING CO., INC., et al. v. EDGAR L. TOWNSEND	2.0	-0.25	-1.0	-0.42857142857142855	0.6	0.6	2009-06-25	5	4	0	0.1865671641791045	-0.6055363321799307	-0.22026431718061673	0.5370919881305638	0.6023166023166023
08-22	0	2009-03-03	03	2009	HUGH M. CAPERTON, et al. v. A. T. MASSEY COAL COMPANY, INC., et al.	-3.0	1.0	0.0	-0.3333333333333333	-1.0	-0.7894736842105263	2009-06-08	5	4	1	1.0	0.49464668094218417	-0.20202020202020202	-0.8978583196046128	-0.7469478357380688
08-240	-1	2010-01-19	01	2010	MAC'S SHELL SERVICE, INC., et al. v. SHELL OIL PRODUCTS CO. LLC et al.	5.0	1.0	-0.6	-0.3333333333333333	-0.5	-0.6	2010-03-02	9	0	0	1.0	-0.007936507936507936	-0.11458333333333333	-0.3643835616438356	-0.11222780569514237
08-267	0	2009-03-25	03	2009	UNITED STATES v. JACOB DENEDO	9.0	0.375	0.0	0.2	1.0	1.0	2009-06-08	5	4	0	0.29336966394187103	-0.043243243243243246	0.0	0.8900763358778626	0.4740740740740741
08-289	-1	2009-04-20	04	2009	THOMAS C. HORNE, SUPERINTENDENT, ARIZONA PUBLIC INSTRUCTION v. MIRIAM FLORES et al.	2.0	-1.0	-0.5	0.6	0.6666666666666666	0.36363636363636365	2009-06-25	5	4	1	-1.0	-0.5543478260869565	0.03359173126614987	0.7195004803073968	0.3359298928919182
08-295	-1	2009-03-30	03	2009	THE TRAVELERS INDEMNITY COMPANY, et al. v. PEARLIE BAILEY et al.	7.0	0.6666666666666666	-0.6923076923076923	0.2	-1.0	-1.0	2009-06-18	7	2	1	0.8240917782026769	-0.789247311827957	0.35278514588859416	-0.3024390243902439	-1.0
08-304	-1	2009-11-30	11	2009	GRAHAM COUNTY SOIL AND WATER CONSERVATION DISTRICT, et al. v. UNITED STATES ex rel. KAREN T. WILSON	7.0	0.3333333333333333	0.5555555555555556	-0.3333333333333333	0.0	-0.1111111111111111	2010-03-30	7	2	1	0.007476635514018692	0.4613861386138614	-0.16230366492146597	-0.1740041928721174	0.22894736842105262
08-305	-1	2009-04-28	04	2009	FOREST GROVE SCHOOL DISTRICT v. T. A.	2.0	0.16666666666666666	-0.4666666666666667	0.5	0.8333333333333334	0.0	2009-06-22	6	3	0	0.6162988115449916	-0.1903030303030303	-0.1214574898785425	0.5645371577574967	0.09197080291970802
08-310	0	2009-04-01	04	2009	POLAR TANKERS, INC. v. CITY OF VALDEZ, ALASKA	-1.0	0.16666666666666666	-0.07692307692307693	0.3333333333333333	-0.5384615384615384	0.5	2009-06-15	7	2	1	0.014314928425357873	0.4163568773234201	0.28191489361702127	-0.6596491228070176	0.17660818713450294
08-322	-1	2009-04-29	04	2009	NORTHWEST AUSTIN MUNICIPAL UTILITY DISTRICT NUMBER ONE v. ERIC H. HOLDER, JR., ATTORNEY GENERAL, et al.	-3.0	-1.0	-0.6363636363636364	0.4	0.6666666666666666	0.8571428571428571	2009-06-22	8	1	1	-0.42857142857142855	-0.535377358490566	0.4688995215311005	0.7379518072289156	0.7946287519747235
08-351	1	2009-10-14	10	2009	ANITA ALVAREZ, COOK COUNTY STATE'S ATTORNEY v. CHERMANE SMITH et al.	-14.0	-0.5384615384615384	0.0	0.0	0.0	0.14285714285714285	2009-12-08	8	1	1	-0.04390243902439024	-0.08587257617728532	0.0	0.11578947368421053	-0.03130755064456722
08-441	1	2009-03-31	03	2009	JACK GROSS v. FBL FINANCIAL SERVICES, INC.	-1.0	1.0	0.25	-0.5	-1.0	-1.0	2009-06-18	5	4	0	0.6129032258064516	0.32956152758132956	-0.34814814814814815	-0.6196990424076607	-1.0
08-453	-1	2009-04-28	04	2009	ANDREW M. CUOMO, ATTORNEY GENERAL OF NEW YORK v. THE CLEARING HOUSE ASSOCIATION, L. L. C., et al.	2.0	-0.42857142857142855	0.2	0.0	-0.7142857142857143	0.38461538461538464	2009-06-29	5	4	1	-0.3543307086614173	0.3524804177545692	0.1864406779661017	-0.6140350877192983	0.13286713286713286
08-472	0	2009-10-07	10	2009	KEN L. SALAZAR, SECRETARY OF THE INTERIOR, et al. v. FRANK BUONO	13.0	-1.0	-0.6	0.0	0.6923076923076923	0.6	2010-04-28	5	4	1	-0.6479289940828402	-0.03189066059225513	-1.0	0.12206572769953052	0.4367469879518072
08-479	1	2009-04-21	04	2009	SAFFORD UNIFIED SCHOOL DISTRICT #1, et al.v. APRIL REDDING	-15.0	0.6	-0.6666666666666666	0.6666666666666666	-0.25	-0.8571428571428571	2009-06-25	8	1	1	0.27253668763102723	-0.4220314735336195	0.6447602131438721	-0.4385026737967914	-0.546772068511199
08-495	0	2009-04-27	04	2009	MANOJ NIJHAWAN v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	15.0	0.0	0.14285714285714285	-0.14285714285714285	1.0	0.06666666666666667	2009-06-15	9	0	0	0.0	-0.41379310344827586	-0.3176470588235294	0.8438661710037175	-0.280672268907563
08-5274	0	2009-03-04	03	2009	CHRISTOPHER MICHAEL DEAN v. UNITED STATES	12.0	0.38461538461538464	-1.0	0.0	0.25	0.06666666666666667	2009-04-29	7	2	0	0.26500461680517085	-0.84	0.0	-0.10631741140215717	-0.12366737739872068
08-538	1	2009-11-03	11	2009	WILLIAM G. SCHWAB v. NADEJDA REILLY	-8.0	-0.5	-0.6	0.5555555555555556	0.0	-0.6666666666666666	2010-06-17	6	3	1	0.0036188178528347406	-0.5823045267489712	0.09185441941074524	-0.0499001996007984	-0.2088607594936709
08-586	1	2009-11-02	11	2009	JERRY N. JONES, et al. v. HARRIS ASSOCIATES L. P.	1.0	1.0	1.0	-1.0	-0.7777777777777778	0.0	2010-03-30	9	0	1	0.7832167832167832	0.03225806451612903	-1.0	-0.5074257425742574	-0.2760511882998172
08-598	0	2009-04-27	04	2009	DAVID BOBBY, WARDEN v. MICHAEL BIES	8.0	0.3333333333333333	0.45454545454545453	-1.0	1.0	0.0	2009-06-01	9	0	1	0.1062992125984252	0.5649819494584838	-1.0	0.6211453744493393	0.0
08-6	1	2009-03-02	03	2009	DISTRICT ATTORNEY'S OFFICE FOR THE THIRD JUDICIAL DISTRICT, et al. v. WILLIAM G. OSBORNE	-1.0	-0.3333333333333333	-0.5	0.2	1.0	-0.125	2009-06-18	5	4	1	-0.34406130268199236	-0.4144486692015209	0.3277661795407098	0.7772511848341233	-0.12628624883068287
08-604	0	2009-10-07	10	2009	UNION PACIFIC RAILROAD COMPANY v. BROTHERHOOD OF LOCOMOTIVE ENGINEERS AND TRAINMEN GENERAL COMMITTEE OF ADJUSTMENT, CENTRAL REGION	-4.0	-1.0	-0.6363636363636364	0.0	1.0	0.6	2009-12-08	9	0	0	-0.2297476759628154	-0.44383860414394766	0.0	0.8633257403189066	0.9168399168399168
08-6261	-1	2010-03-31	03	2010	JOHN ROBERTSON v. UNITED STATES ex rel. WYKENNA WATSON	37.0	1.0	-1.0	0.7777777777777778	1.0	0.13043478260869565	2010-05-24	5	4	0	1.0	-1.0	0.3037037037037037	0.8178633975481612	0.41586748038360943
08-645	1	2010-01-12	01	2010	TIMOTHY MARK CAMERON ABBOTT v. JACQUELYN VAYE ABBOTT	5.0	-0.058823529411764705	0.07692307692307693	0.5	-0.75	0.7142857142857143	2010-05-17	6	3	1	-0.5164539959704499	-0.12930011862396204	-0.2785714285714286	-0.9302832244008714	0.7051792828685259
08-651	-1	2009-10-13	10	2009	JOSE PADILLA v. KENTUCKY	10.0	1.0	0.0	-0.2	0.125	-0.09090909090909091	2010-03-31	7	2	1	1.0	0.18867924528301888	-0.41798941798941797	-0.1586582048957389	-0.08656716417910448
08-660	-1	2009-04-21	04	2009	UNITED STATES ex rel. IRWIN EISENSTEIN v. CITY OF NEW YORK, NEW YORK, et al.	17.0	0.5	-1.0	0.0	0.6923076923076923	0.3125	2009-06-08	9	0	0	0.8333333333333334	-0.6046511627906976	0.0	0.37340619307832423	-0.14285714285714285
08-661	0	2010-01-13	01	2010	AMERICAN NEEDLE, INC. v. NATIONAL FOOTBALL LEAGUE et al.	-8.0	-0.05263157894736842	-0.3333333333333333	-0.6	-0.2	0.14285714285714285	2010-05-24	9	0	1	0.49213161659513593	-0.3356401384083045	-0.33816425120772947	-0.48314606741573035	0.48125
08-67	0	2009-03-23	03	2009	F. SCOTT YEAGER v. UNITED STATES	11.0	-0.6	0.0	1.0	1.0	-1.0	2009-06-18	6	3	1	0.13168724279835392	-0.04433497536945813	0.627906976744186	0.6691176470588235	-1.0
08-674	1	2009-11-03	11	2009	NRG POWER MARKETING, LLC, et al. v. MAINE PUBLIC UTILITIES COMMISSION et al.	-16.0	-0.45454545454545453	0.0	-0.2	-0.42857142857142855	0.0	2010-01-13	8	1	1	0.2074468085106383	0.4056761268781302	-0.18556701030927836	-0.3018867924528302	0.4140249759846302
08-678	-1	2009-10-05	10	2009	MOHAWK INDUSTRIES, INC. v. NORMAN CARPENTER	8.0	-1.0	0.2	0.0	1.0	-1.0	2009-12-08	9	0	0	-1.0	-0.38594327990135635	0.0	0.859822309970385	-1.0
08-680	1	2009-10-05	10	2009	MARYLAND v. MICHAEL BLAINE SHATZER, SR.	-1.0	0.0	-0.6	-1.0	1.0	0.2857142857142857	2010-02-24	9	0	1	0.06756756756756757	-0.1386861313868613	-1.0	0.45480631276901007	0.41847826086956524
08-681	0	2009-01-21	01	2009	JEAN MARC NKEN v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	-11.0	0.0	-0.3333333333333333	-1.0	-0.7777777777777778	-1.0	2009-04-22	7	2	1	0.9578713968957872	0.2403846153846154	-0.7921348314606742	-0.5575575575575575	-1.0
08-6925	0	2009-10-06	10	2009	CURTIS DARNELL JOHNSON v. UNITED STATES	2.0	-0.17647058823529413	0.5	0.3333333333333333	0.5	-0.16666666666666666	2010-03-02	7	2	1	-0.4166094715168154	-0.13987473903966596	0.0228310502283105	-0.19047619047619047	0.2423146473779385
08-724	0	2009-10-13	10	2009	KEITH SMITH, WARDEN v. FRANK G. SPISAK, JR.	21.0	1.0	-0.14285714285714285	1.0	1.0	1.0	2010-01-12	9	0	1	1.0	0.2288135593220339	1.0	0.7052932761087267	1.0
08-728	0	2009-10-06	10	2009	TAYLOR JAMES BLOATE v. UNITED STATES	-2.0	-0.2	-0.6	-1.0	0.8	0.2	2010-03-08	7	2	1	0.12423625254582485	-0.6651982378854625	-0.8481012658227848	0.5267489711934157	0.39906103286384975
08-7412	0	2009-11-09	11	2009	TERRANCE JAMAR GRAHAM v. FLORIDA	10.0	0.0	0.38461538461538464	1.0	0.125	-0.4	2010-05-17	6	3	1	0.0	0.2343032159264931	0.432258064516129	-0.4256505576208178	-0.1703056768558952
08-7621	0	2010-05-17	05	2010	JOE HARRIS SULLIVAN v. FLORIDA	0.0	1.0	0.0	0.2	-0.09090909090909091	-0.7777777777777778	2010-05-17	9	0	0	0.8969298245614035	-0.2930513595166163	-0.5185185185185185	-0.5128205128205128	-0.7049891540130152
08-769	0	2009-10-06	10	2009	UNITED STATES v. ROBERT J. STEVENS	-5.0	0.3333333333333333	-0.4	-0.1111111111111111	0.1111111111111111	-0.14285714285714285	2010-04-20	8	1	0	-0.1293759512937595	-0.38461538461538464	0.22972972972972974	0.12871287128712872	-0.3060869565217391
08-810	-1	2010-01-20	01	2010	SALLY L. CONKRIGHT, et al. v. PAUL J. FROMMERT et al.	-18.0	-0.5	-0.6923076923076923	0.3333333333333333	1.0	-0.6	2010-04-21	5	3	1	-0.09172661870503597	-0.570957095709571	0.08888888888888889	0.8454680534918276	-0.19290465631929046
08-861	-1	2009-12-07	12	2009	FREE ENTERPRISE FUND AND BECKSTEAD AND WATTS, LLP v. PUBLIC COMPANY ACCOUNTING OVERSIGHT BOARD et al.	-16.0	-0.7241379310344828	-1.0	0.6666666666666666	1.0	0.02857142857142857	2010-06-28	5	4	1	-0.5207920792079208	-0.9108635097493036	0.5087719298245614	0.7593984962406015	0.2892561983471074
08-876	0	2009-12-08	12	2009	CONRAD M. BLACK, JOHN A. BOULTBEE, AND MARK S. KIPNIS v. UNITED STATES	24.0	1.0	0.5	-0.14285714285714285	-0.2	0.1111111111111111	2010-06-24	9	0	1	1.0	0.08960573476702509	0.007712082262210797	-0.16460176991150444	0.34096692111959287
08-88	1	2009-01-13	01	2009	VERMONT v. MICHAEL BRILLON	3.0	-0.3333333333333333	0.3333333333333333	1.0	0.5	-0.3333333333333333	2009-03-09	7	2	1	-0.5894245723172629	0.6140350877192983	1.0	0.25357873210633947	-0.2722772277227723
08-905	-1	2009-11-30	11	2009	MERCK & CO., INC., et al. v. RICHARD REYNOLDS et al.	-19.0	0.5	-0.42857142857142855	0.2	1.0	-1.0	2010-04-27	9	0	0	0.1933570581257414	-0.18681318681318682	-0.2981132075471698	0.14615384615384616	-0.8321342925659473
08-911	1	2009-11-10	11	2009	AGRON KUCANA v. ERIC H. HOLDER, JR., ATTORNEY GENERAL	-12.0	-0.09090909090909091	-0.42857142857142855	-0.5384615384615384	-1.0	0.38461538461538464	2010-01-20	9	0	1	0.05171042163882259	0.24406047516198703	-0.4242002781641168	-0.6513026052104208	-0.29310344827586204
08-9156	0	2009-11-04	11	2009	HOLLY WOOD, PETITIONER v. RICHARD F. ALLEN, COMMISSIONER, ALABAMA DEPARTMENT OF CORRECTIONS, et al.	1.0	1.0	-0.2727272727272727	-0.14285714285714285	-0.3333333333333333	-1.0	2010-01-20	7	2	0	0.22266139657444006	-0.7241379310344828	0.10204081632653061	-0.45867768595041325	-0.002570694087403599
08-964	0	2009-11-09	11	2009	BERNARD L. BILSKI AND RAND A. WARSAW v. DAVID J. KAPPOS, UNDER SECRETARY OF COMMERCE FOR INTELLECTUAL PROPERTY AND DIRECTOR, PATENT AND TRADEMARK OFFICE	7.0	0.3333333333333333	0.3333333333333333	0.6666666666666666	0.2	-1.0	2010-06-28	9	0	0	-0.13623188405797101	-0.003861003861003861	-0.3832599118942731	0.07375643224699828	-0.8766233766233766
08-969	0	2009-11-03	11	2009	HEMI GROUP, LLC AND KAI GACHUPIN v. CITY OF NEW YORK, NEW YORK	11.0	0.18181818181818182	-0.7142857142857143	1.0	0.7777777777777778	-0.058823529411764705	2010-01-25	5	3	1	0.39476678043230945	-0.3274336283185841	0.0755939524838013	0.1811263318112633	-0.0457516339869281
08-970	1	2009-10-14	10	2009	SONNY PERDUE, GOVERNOR OF GEORGIA, et al. v. KENNY A., BY HIS NEXT FRIEND LINDA WINN, et al.	0.0	1.0	-0.6	-1.0	0.5714285714285714	-0.1111111111111111	2010-04-21	5	4	1	1.0	-0.5182481751824818	-0.7457044673539519	0.45603751465416176	-0.16607773851590105
08-974	1	2010-02-22	02	2010	ARTHUR L. LEWIS, JR., et al. v. CITY OF CHICAGO, ILLINOIS	31.0	1.0	0.75	0.0	0.1111111111111111	0.6	2010-05-24	9	0	1	1.0	0.4748427672955975	-1.0	0.12349397590361445	-0.25
08-992	0	2009-11-02	11	2009	JEFFREY A. BEARD, SECRETARY, PENNSYLVANIA DEPARTMENT OF CORRECTIONS, et al. v. JOSEPH J. KINDLER	3.0	1.0	0.0	-0.3333333333333333	1.0	0.2	2009-12-08	8	0	1	1.0	-0.43727598566308246	0.12834978843441466	0.8689024390243902	0.7702702702702703
08-998	-1	2010-03-22	03	2010	JAN HAMILTON, CHAPTER 13 TRUSTEE v. STEPHANIE KAY LANNING	5.0	0.0	-1.0	0.0	1.0	0.14285714285714285	2010-06-07	8	1	0	0.0	-0.7281191806331471	-0.8933333333333333	0.3425076452599388	-0.4946236559139785
09-10245	0	2011-02-23	02	2011	WILLIAM FREEMAN v. UNITED STATES	1.0	0.058823529411764705	-1.0	1.0	-1.0	0.7142857142857143	2011-06-23	5	4	1	0.0691449814126394	-0.254320987654321	1.0	-0.9508196721311475	-0.10032362459546926
09-1036	0	2010-12-06	12	2010	DORETHA H. HENDERSON, AUTHORIZED REPRESENTATIVE OF DAVID L. HENDERSON, DECEASED, PETITIONER v. ERIC K. SHINESKI, SECRETARY OF VETERANS AFFAIRS	6.0	1.0	1.0	1.0	-0.5	-0.4	2011-03-01	8	0	1	1.0	0.3901869158878505	0.2727272727272727	-0.150920245398773	-0.23595505617977527
09-10876	0	2011-03-02	03	2011	DONALD BULLCOMING, PETITIONER v. NEW MEXICO	-9.0	0.5	-1.0	-0.7777777777777778	-1.0	0.4	2011-06-23	5	4	1	0.4090909090909091	0.043824701195219126	-0.5701275045537341	-0.7044673539518901	0.5424292845257903
09-1088	0	2010-11-09	11	2010	VINCENT CULLEN, ACTING WARDEN, PETITIONER v. SCOTT LYNN PINHOLSTER	-13.0	0.5	0.0	-1.0	0.0	0.0	2011-04-04	5	4	1	0.07488986784140969	1.0	-0.020771513353115726	0.4043478260869565	0.7333333333333333
09-11121	-1	2011-03-23	03	2011	J. D. B., PETITIONER v. NORTH CAROLINA	-1.0	0.7142857142857143	0.7142857142857143	-0.14285714285714285	-1.0	-0.5714285714285714	2011-06-16	5	4	1	0.7594142259414226	0.40672782874617736	-0.5045045045045045	-0.834319526627219	-0.28553459119496855
09-11311	0	2011-01-12	01	2011	MARCUS SYKES, PETITIONER v. UNITED STATES	2.0	0.2	0.0	-1.0	0.8181818181818182	0.0	2011-06-09	6	3	0	-0.41002277904328016	0.0	-1.0	0.46601941747572817	-0.05079825834542816
09-11328	0	2011-03-21	03	2011	WILLIE GENE DAVIS, PETITIONER v. UNITED STATES	-1.0	1.0	-1.0	-1.0	-0.6	0.2	2011-06-16	7	2	0	1.0	-0.22857142857142856	-0.8654970760233918	-0.9481361426256077	0.17318435754189945
09-115	1	2010-12-08	12	2010	CHAMBER OF COMMERCE OF THE UNITED STATES OF AMERICA, et al., PETITIONERS v. MICHAEL B. WHITING ET AL	-19.0	0.5384615384615384	0.3333333333333333	-0.3333333333333333	-0.7777777777777778	-0.6	2011-05-26	5	3	0	0.825563909774436	0.7801047120418848	-0.125	-0.6452830188679245	-0.5132662397072278
09-11556	-1	2011-03-21	03	2011	JOSE TOLENTINO, PETITIONER v. NEW YORK	-1.0	0.058823529411764705	-0.5	-1.0	0.16666666666666666	-1.0	2011-03-29	9	0	0	-0.06481481481481481	-0.08461538461538462	-0.8910891089108911	0.2631578947368421	-0.9096774193548387
09-1156	-1	2011-01-10	01	2011	MATRIXX INITIATIVES, INC., et al., PETITIONERS v. JAMES SIRACUSANO et al.	-15.0	-0.5294117647058824	-0.5	0.0	0.3333333333333333	-0.1111111111111111	2011-03-22	9	0	0	-0.2753623188405797	-0.5918367346938775	-0.0641025641025641	0.4042027194066749	0.15584415584415584
09-1159	1	2011-02-28	02	2011	BOARD OF TRUSTEES OF THE LELAND STANFORD JUNIOR UNIVERSITY, PETITIONER v. ROCHE MOLECULAR SYSTEMS, INC., et al.	11.0	1.0	0.3333333333333333	-1.0	0.75	-0.14285714285714285	2011-06-06	7	2	0	1.0	-0.036608863198458574	-1.0	0.3314121037463977	-0.5172413793103449
09-1163	0	2010-12-01	12	2010	GLEN SCOTT MILNER, PETITIONER v. DEPARTMENT OF THE NAVY	33.0	-0.25	0.3333333333333333	1.0	1.0	0.2	2011-03-07	8	1	1	-0.5565031982942431	-0.1935483870967742	0.3333333333333333	0.7787610619469026	-0.5379310344827586
09-1205	0	2011-01-18	01	2011	KEITH SMITH, et al., PETITIONERS v. BAYER CORPORATION	1.0	-1.0	0.0	-1.0	0.0	1.0	2011-06-16	9	0	1	-1.0	0.20857142857142857	0.5294117647058824	-0.13333333333333333	0.5172413793103449
09-1227	1	2011-02-22	02	2011	CAROL ANNE BOND, PETITIONER v. UNITED STATES	-8.0	-0.2	-1.0	-1.0	1.0	-0.42857142857142855	2011-06-16	9	0	1	-0.14893617021276595	-0.697560975609756	-0.8059299191374663	0.2052980132450331	-0.06289308176100629
09-1233	0	2010-11-30	11	2010	EDMUND G. BROWN, JR., GOVERNOR OF CALIFORNIA, et al., APPELLANTS v. MARCIANO PLATA et al.	7.0	-0.8181818181818182	-0.75	0.07692307692307693	1.0	1.0	2011-05-23	5	4	0	-0.3169774288518155	-0.7654028436018957	0.1027190332326284	0.8416565164433617	0.9310344827586207
09-1272	1	2011-01-12	01	2011	KENTUCKY, PETITIONER, v. HOLLIS DESHAUN KING	-21.0	-0.5	-1.0	-1.0	1.0	-0.6	2011-05-16	8	1	1	0.10526315789473684	-0.8045112781954887	-0.5023474178403756	0.3637400228050171	0.21712538226299694
09-1273	1	2011-01-19	01	2011	ASTRA USA, INC., et al., PETITIONERS v. SANTA CLARA COUNTY, CALIFORNIA	-14.0	-0.7333333333333333	0.14285714285714285	-1.0	0.2	-0.2	2011-03-29	8	0	1	-0.32558139534883723	0.486088379705401	0.07096774193548387	0.045813586097946286	0.5263157894736842
09-1279	0	2011-01-19	01	2011	FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.	-9.0	1.0	-0.14285714285714285	-1.0	-0.3333333333333333	-0.25	2011-03-01	8	0	1	1.0	0.22427440633245382	-1.0	0.1779935275080906	0.33649289099526064
09-1298	0	2011-01-18	01	2011	GENERAL DYNAMICS CORPORATION, PETITIONER, v. UNITED STATES	10.0	-1.0	-1.0	1.0	1.0	0.3684210526315789	2011-05-23	9	0	1	-0.37349397590361444	-0.3904382470119522	1.0	0.6910994764397905	0.2682926829268293
09-1343	0	2011-01-11	01	2011	J. MCINTYRE MACHINERY, LTD., PETITIONER v. ROBERT NICASTRO, INDIVIDUALLY AND AS ADMINISTRATOR OF THE ESTATE OF ROSEANNE NICASTRO	30.0	0.8181818181818182	-0.2	0.2	1.0	0.2	2011-06-27	6	3	1	0.4798807749627422	-0.6520763187429854	0.12	0.8677517802644964	0.20344827586206896
09-1403	1	2011-04-25	04	2011	ERICA P. JOHN FUND, INC., FKA ARCHDIOCESE OF MILWAUKEE SUPPORTING FUND, INC., PETITIONER v. HALLIBURTON CO., et al.	-4.0	1.0	0.0	0.0	-1.0	-1.0	2011-06-06	9	0	1	1.0	0.4657039711191336	-1.0	0.1986754966887417	-0.5591572123176661
09-1454	1	2011-03-01	03	2011	BOB CAMRETA, PETITIONER v. SARAH GREENE, PERSONALLY AND AS NEXT FRIEND OF S. G., A MINOR, AND K. G., A MINOR	18.0	1.0	0.3333333333333333	0.5	0.3333333333333333	0.6	2011-05-26	7	2	1	1.0	-0.0777479892761394	-0.3645833333333333	-0.04225352112676056	0.305978898007034
09-1476	1	2011-03-22	03	2011	BOROUGH OF DURYEA, PENNSYLVANIA, et al., PETITIONERS v. CHARLES J GUARNIERI	10.0	0.0	0.6	1.0	1.0	0.0	2011-06-20	9	0	1	0.0	0.19438877755511022	0.8181818181818182	0.6309226932668329	-0.516209476309227
09-1498	0	2011-02-22	02	2011	UNITED STATES, PETITIONER v. JASON LOUIS TINKLENBERG	-18.0	-0.75	0.3333333333333333	-1.0	-0.5	-0.42857142857142855	2011-05-26	8	0	0	-0.27380952380952384	-0.04395604395604396	-0.806060606060606	-0.2316715542521994	-0.21194029850746268
09-150	1	2010-10-05	10	2010	MICHIGAN, PETITIONER v. RICHARD PERRY BRYANT	1.0	0.6923076923076923	-0.14285714285714285	0.0	0.1111111111111111	-0.48148148148148145	2011-02-28	6	2	1	0.7855361596009975	-0.4123076923076923	-0.011406844106463879	-0.2484076433121019	-0.3933933933933934
09-152	-1	2010-10-12	10	2010	RUSSEL BRUESEWITZ, et al. PETITIONERS v. WYETH LLC, FKA WYETH, INC., FKA WYETH LABORATORIES, et al.	16.0	0.6666666666666666	0.5555555555555556	-0.3333333333333333	0.2	-1.0	2011-02-22	6	2	0	0.3559322033898305	0.4048	-0.032520325203252036	-0.32717678100263853	-1.0
09-1533	0	2011-02-28	02	2011	FRANTZ DEPIERRE, PETITIONER v. UNITED STATES	-5.0	0.7777777777777778	-1.0	-1.0	-1.0	-0.7777777777777778	2011-06-09	9	0	0	0.7142857142857143	-0.23741007194244604	-1.0	-0.8950617283950617	-0.23404255319148937
